sample_id	Bin ID	Mapped genome	Purity (bp)	Completeness (bp)	Predicted size (bp)	True positives (bp)	True size (bp)	Purity (seq)	Completeness (seq)	Predicted size (seq)	True positives (seq)	True size (seq)
pool	362	1030743	0.3283532153057102	1.0	10987089	3607646	3607646.0	0.004310344827586207	1.0	696	3	3.0
pool	16	1048999	0.9909438209124128	1.0	8005915	7933412	7933412.0	0.9166666666666666	1.0	12	11	11.0
pool	48	1049029	0.7337819296336016	0.9996181256724079	5486596	4025965	4027503.0	0.11214953271028037	0.9230769230769231	107	12	13.0
pool	218	1048777	1.0	0.9994730924696263	6989952	6989952	6993637.0	1.0	0.8823529411764706	15	15	17.0
pool	241	1287_BW	0.2199726826362407	0.9993809480405355	15551281	3420857	3422976.0	0.17142857142857143	0.6666666666666666	35	6	9.0
pool	405	1030821	0.985924573186116	0.9990061246775445	4161650	4103073	4107155.0	0.9295774647887324	0.9565217391304348	71	66	69.0
pool	266	1021_AG	0.3307222922164117	0.998607751237965	11850190	3919122	3924586.0	0.21428571428571427	0.75	14	3	4.0
pool	308	1053016	0.20416705646659156	0.9983110448820369	37262706	7607817	7620688.0	0.19095477386934673	0.8837209302325582	199	38	43.0
pool	136	1286_AT	0.4265552195694363	0.9982360017316081	8308875	3544194	3550457.0	0.29411764705882354	0.7142857142857143	17	5	7.0
pool	220	1036599	0.9683043981338543	0.9981799306276496	4453457	4312302	4320165.0	0.47058823529411764	0.7272727272727273	34	16	22.0
pool	289	1286_BP	0.4201086663245494	0.9981793352285812	9450950	3970426	3977668.0	0.25806451612903225	0.5714285714285714	31	8	14.0
pool	371	1286_BX	1.0	0.9981233485499961	4575626	4575626	4584229.0	1.0	0.71875	23	23	32.0
pool	50	1036746	0.9587288776917772	0.9980450506749458	2505408	2402007	2406712.0	0.8157894736842105	0.9117647058823529	38	31	34.0
pool	240	1036563	0.941721773078214	0.9978426978652658	3929821	3700798	3708799.0	0.3548387096774194	0.7333333333333333	31	11	15.0
pool	246	1139_BV	0.509806394120924	0.997750078382171	7478182	3812425	3821022.0	0.6666666666666666	0.9032258064516129	42	28	31.0
pool	415	1285_AN	0.9833887812220965	0.9976388838512211	4363256	4290777	4300932.0	0.4838709677419355	0.5555555555555556	31	15	27.0
pool	126	1036638	0.9929399764097833	0.9975944546492942	1643054	1631454	1635388.0	0.9	0.8181818181818182	10	9	11.0
pool	361	1021_B	0.1442593825504235	0.9973287378272427	25037089	3611835	3621509.0	0.0851063829787234	0.4444444444444444	47	4	9.0
pool	21	1036578	0.9548189630255853	0.9972666212017218	2857814	2728695	2736174.0	0.8461538461538461	0.8918918918918919	39	33	37.0
pool	114	1220_BE	0.6521969622836361	0.9970621592247868	7367969	4805367	4819526.0	0.12903225806451613	0.3333333333333333	31	4	12.0
pool	245	1139_AY	0.5045228670193703	0.9969295762863087	11571753	5838214	5856195.0	0.38181818181818183	0.7777777777777778	55	21	27.0
pool	378	1036542	0.7889873185242962	0.9968299457544305	6615555	5219589	5236188.0	0.42105263157894735	0.8888888888888888	38	16	18.0
pool	234	1139_AX	0.9010101577647438	0.9966533615455642	7190263	6478500	6500254.0	0.37209302325581395	0.6153846153846154	86	32	52.0
pool	242	1036659	0.9207063216090375	0.9963783934655039	6005876	5529648	5549747.0	0.6435643564356436	0.9154929577464789	101	65	71.0
pool	399	1285_L	0.5864811786676675	0.9963232483791554	9400716	5513343	5533689.0	0.5675675675675675	0.5526315789473685	37	21	38.0
pool	58	1036590	0.983446508424934	0.9961626758176985	4244603	4174340	4190420.0	0.7777777777777778	0.5833333333333334	9	7	12.0
pool	290	1286_CF	0.9438868150390101	0.995997698138785	4268765	4029231	4045422.0	0.5555555555555556	0.625	27	15	24.0
pool	109	1049023	0.9623640088570254	0.995768119575116	6125307	5894775	5919827.0	0.9285714285714286	0.883495145631068	98	91	103.0
pool	211	1021_BF	0.3396369053087547	0.9954958812709823	17796735	6044428	6071776.0	0.3157894736842105	0.47058823529411764	76	24	51.0
pool	301	1035987	0.9233610552645543	0.9954169483241462	2188039	2020350	2029652.0	0.8095238095238095	0.8717948717948718	42	34	39.0
pool	192	1035990	0.9848238009216389	0.9954129842074128	5887772	5798418	5825138.0	0.868421052631579	0.825	38	33	40.0
pool	205	1048891	0.9994580014286609	0.9951832986038981	3719567	3717551	3735544.0	0.98	0.8448275862068966	50	49	58.0
pool	142	1030725	0.946997700983476	0.9950551492047764	3546299	3358337	3375026.0	0.8421052631578947	0.8888888888888888	19	16	18.0
pool	65	1030791	0.7893811210715386	0.9947184703340415	5377837	4245163	4267703.0	0.7058823529411765	0.7058823529411765	17	12	17.0
pool	306	1048894	0.503860041959461	0.9946733249946328	10418151	5249290	5277401.0	0.6363636363636364	0.7777777777777778	55	35	45.0
pool	363	1139_AQ	0.36277441930767346	0.9946679738164215	12070807	4378980	4402454.0	0.3125	0.5555555555555556	32	10	18.0
pool	427	1036008	0.9861866581014805	0.9942669085860969	3536798	3487943	3508055.0	0.9166666666666666	0.8461538461538461	48	44	52.0
pool	439	1220_AS	0.5100643507533306	0.9941133914399061	5080904	2591588	2606934.0	0.3	0.25	10	3	12.0
pool	54	1365_G	0.5001166339124326	0.9940360114006626	7304908	3653306	3675225.0	0.3829787234042553	0.72	47	18	25.0
pool	44	1049080	1.0	0.9938798737028482	6073585	6073585	6110985.0	1.0	0.7241379310344828	21	21	29.0
pool	93	1030965	0.9776534732423577	0.9936050622253553	4842766	4734547	4765019.0	0.9473684210526315	0.84375	57	54	64.0
pool	390	1048960	0.9731482869188499	0.9935709575652494	3990062	3882922	3908047.0	0.975	0.7959183673469388	40	39	49.0
pool	359	1048582	1.0	0.993369135721221	5509409	5509409	5546185.0	1.0	0.8095238095238095	17	17	21.0
pool	104	1036647	0.9430211171112316	0.993206167428857	4212508	3972484	3999657.0	0.6024096385542169	0.8064516129032258	83	50	62.0
pool	408	1220_N	0.2753170889298251	0.9930014281910651	13248255	3647471	3673178.0	0.06097560975609756	0.38461538461538464	82	5	13.0
pool	14	1220_CG	0.4618535758788891	0.9924311324076728	8073260	3728664	3757101.0	0.3	0.375	10	3	8.0
pool	26	1287_D	0.5030472398362863	0.992254674405821	8629941	4341268	4375155.0	0.46296296296296297	0.5102040816326531	54	25	49.0
pool	329	1035897	0.9992526943870342	0.9922152655731302	3254358	3251926	3277440.0	0.9928057553956835	0.92	139	138	150.0
pool	358	1030722	0.9679034780620099	0.9918079710919895	3257705	3153144	3179188.0	0.86	0.8113207547169812	50	43	53.0
pool	212	1021_O	0.9818149025564612	0.9914214164429946	6570215	6450735	6506552.0	0.8695652173913043	0.5555555555555556	23	20	36.0
pool	300	1049077	0.9908793397092822	0.9913921070244299	4205178	4166824	4203003.0	0.9473684210526315	0.6666666666666666	19	18	27.0
pool	255	1035984	0.9806495436726727	0.9913401336515032	2810373	2755991	2780066.0	0.9605263157894737	0.8488372093023255	76	73	86.0
pool	296	1030713	0.9941106247834343	0.9913178125994209	2476154	2461571	2483130.0	0.9444444444444444	0.85	18	17	20.0
pool	63	1139_BI	0.3205149708525549	0.9908152596657184	14851559	4760147	4804273.0	0.04093567251461988	0.5	171	7	14.0
pool	252	1285_BW	0.3331591871534414	0.9906366367890675	16870884	5620690	5673816.0	0.3177570093457944	0.5666666666666667	107	34	60.0
pool	429	1036719	0.9684532472899298	0.9906028809308348	6768367	6554847	6617028.0	0.8840579710144928	0.8243243243243243	69	61	74.0
pool	274	1036677	1.0	0.9905078588070982	3165884	3165884	3196223.0	1.0	0.6923076923076923	27	27	39.0
pool	125	1286_CK	1.0	0.9901207294733201	5062817	5062817	5113333.0	1.0	0.4528301886792453	24	24	53.0
pool	52	1285_BT	0.5014545419588673	0.9899143346221159	10298431	5164195	5216810.0	0.35294117647058826	0.47368421052631576	51	18	38.0
pool	431	1365_H	0.5205596220824927	0.9896875102181905	6512109	3389941	3425264.0	0.5294117647058824	0.6428571428571429	17	9	14.0
pool	73	1049053	0.9991761100348961	0.9896348568377511	4782192	4778252	4828298.0	0.9583333333333334	0.7666666666666667	24	23	30.0
pool	342	1048981	0.9950876246360683	0.9895722491173966	4270032	4249056	4293831.0	0.96	0.631578947368421	25	24	38.0
pool	160	1286_CO	0.9978632700571044	0.9895260772173315	4428730	4419267	4466044.0	0.9807692307692307	0.75	52	51	68.0
pool	24	1048771	0.5164005198105764	0.9889032762266695	7498116	3872031	3915480.0	0.4838709677419355	0.5769230769230769	31	15	26.0
pool	202	1286_AD	0.5184299590981587	0.9888294618376181	8246817	4275397	4323695.0	0.38235294117647056	0.5416666666666666	34	13	24.0
pool	397	1286_AQ	0.5064556055833345	0.9888185164909301	5802554	2938736	2971967.0	0.17073170731707318	0.5185185185185185	82	14	27.0
pool	307	1036002	1.0	0.988117809271288	4096357	4096357	4145616.0	1.0	0.7741935483870968	48	48	62.0
pool	169	1048882	0.6691406367538691	0.9869365405325299	11266237	7538697	7638482.0	0.4444444444444444	0.7272727272727273	18	8	11.0
pool	386	1036725	0.2707894590775703	0.9867735981159697	7729001	2092932	2120985.0	0.12009803921568628	0.8909090909090909	408	49	55.0
pool	98	1220_AM	0.9470857701691737	0.9865804174039595	3564561	3375945	3421865.0	0.46875	0.6	32	15	25.0
pool	41	1036548	0.857735798474495	0.9865449689891216	6975395	5983046	6064646.0	0.44692737430167595	0.7766990291262136	179	80	103.0
pool	3	1049071	0.9558323646336873	0.9864844201742416	5129729	4903161	4970338.0	0.6976744186046512	0.7692307692307693	43	30	39.0
pool	193	1048906	1.0	0.9854608598170547	4416400	4416400	4481558.0	1.0	0.7708333333333334	74	74	96.0
pool	385	1286_AY	1.0	0.9852101465108953	3471851	3471851	3523970.0	1.0	0.5454545454545454	12	12	22.0
pool	49	1286_BC	0.9573803692862276	0.9851026119177991	5545942	5309576	5389871.0	0.6571428571428571	0.6388888888888888	35	23	36.0
pool	122	1048657	0.9983341257868799	0.9850760780500809	3775195	3768906	3826005.0	0.992	0.8732394366197183	125	124	142.0
pool	215	1036623	0.9959728720589941	0.984934601265445	2120618	2112078	2144384.0	0.9565217391304348	0.8148148148148148	23	22	27.0
pool	318	1036770	0.9868394984122167	0.9849082596990825	2306675	2276318	2311198.0	0.972972972972973	0.8181818181818182	74	72	88.0
pool	332	1139_BG	1.0	0.9845805150722039	5675894	5675894	5764784.0	1.0	0.41379310344827586	24	24	58.0
pool	268	1030803	1.0	0.9840935655407478	2287556	2287556	2324531.0	1.0	0.6944444444444444	50	50	72.0
pool	285	1049062	0.9923965454818132	0.9840683807725794	3300605	3275509	3328538.0	0.975	0.7959183673469388	40	39	49.0
pool	184	1286_K	1.0	0.9840367759221436	3745427	3745427	3806186.0	1.0	0.375	18	18	48.0
pool	278	1036587	1.0	0.9837188437874296	3888072	3888072	3952422.0	1.0	0.7692307692307693	40	40	52.0
pool	170	1048855	1.0	0.9835210896620893	4659978	4659978	4738056.0	1.0	0.6206896551724138	18	18	29.0
pool	68	1030764	0.9932571786623872	0.9835107548097608	4669707	4638220	4715983.0	0.9583333333333334	0.71875	24	23	32.0
pool	224	1049026	1.0	0.9834966288570796	3274196	3274196	3329138.0	1.0	0.6060606060606061	20	20	33.0
pool	195	1048774	1.0	0.9829248576125036	3894595	3894595	3962251.0	1.0	0.6538461538461539	17	17	26.0
pool	404	1036545	0.7981476504303158	0.9828089942012872	5216402	4163459	4236285.0	0.616822429906542	0.8148148148148148	107	66	81.0
pool	393	1048984	1.0	0.9826868201807138	5968428	5968428	6073581.0	1.0	0.6333333333333333	57	57	90.0
pool	304	1035996	1.0	0.9824398361832365	3505476	3505476	3568133.0	1.0	0.7916666666666666	38	38	48.0
pool	417	1036656	0.9311639580744954	0.9824383137191767	3597810	3350151	3410037.0	0.8235294117647058	0.84	102	84	100.0
pool	384	1035912		0.9818620471278516	936447	936447	953746.0		0.76	19	19	25.0
pool	388	1030758	0.7444914461314415	0.9816825419312777	3927755	2924180	2978743.0	0.5	0.625	10	5	8.0
pool	25	1139_AO	1.0	0.9812724290649398	5269692	5269692	5370264.0	1.0	0.5	25	25	50.0
pool	90	1048876	0.5128938263267541	0.9812470468742133	17212346	8828106	8996823.0	0.45098039215686275	0.71875	51	23	32.0
pool	97	1010920	0.9965790894432018	0.9811693176515462	4460216	4444958	4530266.0	0.9770114942528736	0.7798165137614679	87	85	109.0
pool	100	1048576	0.9954289569790131	0.9810905910826153	2869367	2856251	2911302.0	0.96875	0.8157894736842105	64	62	76.0
pool	254	1286_AE	1.0	0.9808998273411556	4626724	4626724	4716816.0	1.0	0.7045454545454546	31	31	44.0
pool	341	1285_BN	0.8874559623954522	0.980831531132477	4962804	4404270	4490343.0	0.7272727272727273	0.6956521739130435	44	32	46.0
pool	76	1049068	0.3292483757168417	0.9803441568658028	10692563	3520509	3591095.0	0.07954545454545454	0.7368421052631579	176	14	19.0
pool	421	1036764	0.9916671502350142	0.9801778032692859	2412620	2392516	2440900.0	0.925	0.7115384615384616	40	37	52.0
pool	293	1049041	0.9679035986219654	0.9800521392818377	5045737	4883787	4983191.0	0.8837209302325582	0.6909090909090909	43	38	55.0
pool	27	1139_AR	0.8031921199944886	0.9796896537048827	5617458	4511898	4605436.0	0.7659574468085106	0.6101694915254238	47	36	59.0
pool	106	1220_CD	0.4401971560421466	0.9790500684571097	13846900	6095366	6225796.0	0.16872427983539096	0.5694444444444444	243	41	72.0
pool	344	1139_CL	1.0	0.9790385629282969	4885656	4885656	4990259.0	1.0	0.3333333333333333	16	16	48.0
pool	312	1036632	0.9968455567705141	0.9789802564551704	4120854	4107855	4196055.0	0.9615384615384616	0.625	26	25	40.0
pool	244	1030770	0.992063298298726	0.9789742967875401	2457570	2438065	2490428.0	0.9230769230769231	0.6666666666666666	26	24	36.0
pool	155	1220_AZ	0.27721684874784935	0.9787372829938271	23474053	6507403	6648774.0	0.2108843537414966	0.3333333333333333	147	31	93.0
pool	207	1287_AL	0.1479654754612955	0.9785838993131499	31713675	4692529	4795224.0	0.18023255813953487	0.41333333333333333	172	31	75.0
pool	56	1030872	1.0	0.9784452366771939	4645975	4645975	4748324.0	1.0	0.7407407407407407	20	20	27.0
pool	102	1035975	0.9925916238186003	0.9782579706187415	6193395	6147512	6284142.0	0.9361702127659575	0.676923076923077	47	44	65.0
pool	187	1286_BT	1.0	0.9780059072114553	3133083	3133083	3203542.0	1.0	0.6428571428571429	9	9	14.0
pool	213	1035933	1.0	0.9777258915567343	2450931	2450931	2506767.0	1.0	0.6111111111111112	22	22	36.0
pool	438	1139_CH	1.0	0.9776409575718014	3765172	3765172	3851283.0	1.0	0.4411764705882353	15	15	34.0
pool	316	1285_BI	0.17962014664721906	0.977262000316724	21060338	3782861	3870877.0	0.07142857142857142	0.5555555555555556	70	5	9.0
pool	78	1036698	0.9982816324640936	0.9771899770978774	3347945	3342192	3420207.0	0.9777777777777777	0.7457627118644068	45	44	59.0
pool	370	1036602	1.0	0.9771795187055767	2455829	2455829	2513181.0	1.0	0.7714285714285715	27	27	35.0
pool	71	1035999	0.9205168014821945	0.9767944411219901	1932270	1778687	1820943.0	0.9069767441860465	0.6290322580645161	43	39	62.0
pool	85	1036620	0.9363098031894398	0.9767381104832662	4188698	3921919	4015323.0	0.7272727272727273	0.75	66	48	64.0
pool	194	1365_D	1.0	0.9752935262879375	2720277	2720277	2789188.0	1.0	0.8	16	16	20.0
pool	256	1287_CG	0.33413324489919455	0.9748129360811176	19262546	6436257	6602556.0	0.37	0.4111111111111111	100	37	90.0
pool	60	1286_F	0.19709087252877078	0.9744904354402841	18618366	3669510	3765568.0	0.09090909090909091	0.6666666666666666	66	6	9.0
pool	302	1036797	0.995514909291557	0.9741872431596262	4291552	4272304	4385506.0	0.9285714285714286	0.7222222222222222	14	13	18.0
pool	200	1030917	0.43529471821654886	0.9741049577258084	6660345	2899213	2976284.0	0.3230769230769231	0.75	130	42	56.0
pool	223	1365_F	0.5062728913353259	0.9739881432991758	7100394	3594737	3690740.0	0.015556938394523958	0.8333333333333334	1607	25	30.0
pool	418	1285_CQ	0.21487559557708585	0.973876309149426	26598572	5715384	5868696.0	0.14746543778801843	0.5714285714285714	217	32	56.0
pool	433	1049044	1.0	0.9733101750920693	4716738	4716738	4846079.0	1.0	0.6666666666666666	60	60	90.0
pool	175	1036605	0.9883970261030942	0.9732164700514052	4656651	4602620	4729287.0	0.8809523809523809	0.7708333333333334	42	37	48.0
pool	364	1036569	0.19082297085167713	0.972488818026611	18059461	3446160	3543650.0	0.07878787878787878	0.4642857142857143	165	13	28.0
pool	89	1049074	1.0	0.9724508974601114	4978899	4978899	5119949.0	1.0	0.6756756756756757	25	25	37.0
pool	346	1035978	0.7019947007807441	0.9720760145757776	3536370	2482513	2553826.0	0.3514689880304679	0.8590425531914894	919	323	376.0
pool	402	1049017	0.8021255521613805	0.9717531261915877	8498874	6817164	7015325.0	0.75	0.5853658536585366	32	24	41.0
pool	1	1036575	0.869489008175262	0.9716681674579524	6258515	5441710	5600379.0	0.6136363636363636	0.7105263157894737	44	27	38.0
pool	407	1285_A	0.9906794503211277	0.9705939020388624	6422368	6362508	6555273.0	0.9767441860465116	0.6461538461538462	43	42	65.0
pool	233	1030773	0.9928102830573938	0.9702566605812694	2502602	2484609	2560775.0	0.9583333333333334	0.8582089552238806	120	115	134.0
pool	45	evo_1048987.032	0.33662015779624654	0.9701117006476869	8928476	3005505	3098102.0	0.34210526315789475	0.34210526315789475	38	13	38.0
pool	401	1285_BP	0.5005003382433885	0.9694657719213441	7329042	3668188	3783721.0	0.47058823529411764	0.6153846153846154	17	8	13.0
pool	381	1021_W	0.21872603334572382	0.969335386324257	21911955	4792715	4944331.0	0.19696969696969696	0.5	66	13	26.0
pool	51	1036734	1.0	0.9692933233230909	2254206	2254206	2325618.0	1.0	0.6052631578947368	23	23	38.0
pool	20	evo_1036569.006	0.3757570328142446	0.9687673205633561	8070489	3032543	3130311.0	0.21951219512195122	0.391304347826087	41	9	23.0
pool	419	1030797	1.0	0.9686064425001555	3970497	3970497	4099185.0	1.0	0.6190476190476191	39	39	63.0
pool	338	1048762	0.9135680219053935	0.9684751189929337	3470926	3170927	3274144.0	0.9545454545454546	0.84	22	21	25.0
pool	228	1049038	1.0	0.9683341562581912	3177085	3177085	3280980.0	1.0	0.4166666666666667	15	15	36.0
pool	372	1048867	0.9972591273354199	0.967937873851647	6886128	6867254	7094726.0	0.9878048780487805	0.7431192660550459	82	81	109.0
pool	235	1036722	1.0	0.9678575493218402	1955953	1955953	2020910.0	1.0	0.78125	25	25	32.0
pool	159	1048873	1.0	0.967406124853574	8481472	8481472	8767230.0	1.0	0.5405405405405406	40	40	74.0
pool	366	1035909	1.0	0.9671323779468176	2744330	2744330	2837595.0	1.0	0.8148148148148148	44	44	54.0
pool	210	1287_AF	0.3329395865591222	0.9669386346030784	10347598	3445125	3562920.0	0.18181818181818182	0.4	33	6	15.0
pool	134	1139_BL	0.5109502234365222	0.9667592461562147	9733637	4973404	5144408.0	0.4117647058823529	0.5	51	21	42.0
pool	317	1285_BK	0.5148846200444318	0.9664014826342647	6495799	3344587	3460867.0	0.4666666666666667	0.7777777777777778	15	7	9.0
pool	225	1030860	0.9980682668815136	0.965367771157782	4656958	4647962	4814706.0	0.9428571428571428	0.7021276595744681	35	33	47.0
pool	128	1036692	1.0	0.964760569567914	2090613	2090613	2166976.0	1.0	0.6979166666666666	67	67	96.0
pool	262	1286_CH	0.9990595338174475	0.9643361663912683	6152268	6146482	6373796.0	0.9803921568627451	0.5555555555555556	51	50	90.0
pool	286	1049014	1.0	0.9632309581130112	5718655	5718655	5936951.0	1.0	0.5652173913043478	26	26	46.0
pool	216	1220_I	0.19315149464671977	0.9624768575123984	33541304	6478553	6731126.0	0.12526997840172785	0.6105263157894737	463	58	95.0
pool	267	1220_R	1.0	0.9624495543356497	5589651	5589651	5807734.0	1.0	0.34523809523809523	29	29	84.0
pool	314	1030707	0.9853299782223546	0.9606489320119093	3881044	3824109	3980756.0	0.9230769230769231	0.8	65	60	75.0
pool	127	evo_1048972.030	0.2538917825673569	0.9605231642246955	11577728	2939490	3060301.0	0.10317460317460317	0.48148148148148145	126	13	27.0
pool	138	1030875	0.7884315711932016	0.9600481030591569	4434967	3496668	3642180.0	0.4835164835164835	0.7213114754098361	91	44	61.0
pool	110	1036758	0.9968554480058995	0.9599677826689915	3880998	3868794	4030129.0	0.9629629629629629	0.6341463414634146	54	52	82.0
pool	153	evo_1036674.014	0.5224893167166799	0.9597262733884748	5595190	2923427	3046105.0	0.49206349206349204	0.775	63	31	40.0
pool	396	1035948	0.9283862857019941	0.9594696651582816	3347222	3107515	3238784.0	0.7638888888888888	0.5851063829787234	72	55	94.0
pool	257	1220_Z	0.7993617169864269	0.9594304842065585	7030737	5620102	5857748.0	0.8857142857142857	0.6485355648535565	350	310	478.0
pool	15	1036653	1.0	0.9588798143969777	5191919	5191919	5414567.0	1.0	0.75	21	21	28.0
pool	95	evo_1048963.008	0.8344097851998918	0.95886968454388	5942362	4958365	5171052.0	0.574468085106383	0.7714285714285715	47	27	35.0
pool	141	1036761	0.9964722287789569	0.9582756799230794	3808637	3795201	3960448.0	0.9411764705882353	0.7619047619047619	34	32	42.0
pool	124	1287_CC	0.5325528825241744	0.9580451660528925	11207625	5968653	6230033.0	0.49122807017543857	0.39436619718309857	57	28	71.0
pool	35	1049086	0.7550473451519891	0.9579051367323487	5770707	4357157	4548631.0	0.4523809523809524	0.38	84	38	100.0
pool	168	1139_AK	0.7965186602161939	0.9577328566107471	5345758	4257996	4445912.0	0.660377358490566	0.6481481481481481	53	35	54.0
